#number of trials	number of stimuli	mutual information
1.000000000000000000e+01 5.000000000000000000e+00 2.160964047443683285e+02
1.000000000000000000e+01 6.000000000000000000e+00 2.593156856932420169e+02
1.000000000000000000e+01 7.000000000000000000e+00 3.025349666421157053e+02
1.000000000000000000e+01 8.000000000000000000e+00 3.457542475909893938e+02
1.000000000000000000e+01 9.000000000000000000e+00 3.889735285398630822e+02
1.000000000000000000e+01 1.000000000000000000e+01 4.321928094887367706e+02
1.000000000000000000e+01 1.100000000000000000e+01 4.754120904376104590e+02
1.000000000000000000e+01 1.200000000000000000e+01 5.186313713864840338e+02
1.000000000000000000e+01 1.300000000000000000e+01 5.618506523353571538e+02
1.000000000000000000e+01 1.400000000000000000e+01 6.050699332842302738e+02
1.000000000000000000e+01 1.500000000000000000e+01 6.482892142331033938e+02
1.000000000000000000e+01 1.600000000000000000e+01 6.915084951819765138e+02
1.000000000000000000e+01 1.700000000000000000e+01 7.347277761308496338e+02
1.000000000000000000e+01 1.800000000000000000e+01 7.779470570797227538e+02
1.000000000000000000e+01 1.900000000000000000e+01 8.211663380285958738e+02
1.000000000000000000e+01 2.000000000000000000e+01 8.643856189774689938e+02
1.000000000000000000e+01 2.100000000000000000e+01 9.076048999263421138e+02
1.000000000000000000e+01 2.200000000000000000e+01 9.505201746883251417e+02
1.000000000000000000e+01 2.300000000000000000e+01 9.937394556371982617e+02
1.000000000000000000e+01 2.400000000000000000e+01 1.036806733492626563e+03
1.000000000000000000e+01 2.500000000000000000e+01 1.080178017534945866e+03
1.500000000000000000e+01 5.000000000000000000e+00 3.241446071165525495e+02
1.500000000000000000e+01 6.000000000000000000e+00 3.889735285398630822e+02
1.500000000000000000e+01 7.000000000000000000e+00 4.538024499631736148e+02
1.500000000000000000e+01 8.000000000000000000e+00 5.186313713864840338e+02
1.500000000000000000e+01 9.000000000000000000e+00 5.834602928097937138e+02
1.500000000000000000e+01 1.000000000000000000e+01 6.482892142331033938e+02
1.500000000000000000e+01 1.100000000000000000e+01 7.131181356564130738e+02
1.500000000000000000e+01 1.200000000000000000e+01 7.779470570797227538e+02
1.500000000000000000e+01 1.300000000000000000e+01 8.427759785030324338e+02
1.500000000000000000e+01 1.400000000000000000e+01 9.076048999263421138e+02
1.500000000000000000e+01 1.500000000000000000e+01 9.724338213496517938e+02
1.500000000000000000e+01 1.600000000000000000e+01 1.037262742772961928e+03
1.500000000000000000e+01 1.700000000000000000e+01 1.102091664196273314e+03
1.500000000000000000e+01 1.800000000000000000e+01 1.166920585619584699e+03
1.500000000000000000e+01 1.900000000000000000e+01 1.231749507042896084e+03
1.500000000000000000e+01 2.000000000000000000e+01 1.296578428466207470e+03
1.500000000000000000e+01 2.100000000000000000e+01 1.361407349889518855e+03
1.500000000000000000e+01 2.200000000000000000e+01 1.426236271312830240e+03
1.500000000000000000e+01 2.300000000000000000e+01 1.491065192736141626e+03
1.500000000000000000e+01 2.400000000000000000e+01 1.555894114159453011e+03
1.500000000000000000e+01 2.500000000000000000e+01 1.620723035582764396e+03
2.000000000000000000e+01 5.000000000000000000e+00 4.321928094887367706e+02
2.000000000000000000e+01 6.000000000000000000e+00 5.186313713864840338e+02
2.000000000000000000e+01 7.000000000000000000e+00 6.050699332842302738e+02
2.000000000000000000e+01 8.000000000000000000e+00 6.915084951819765138e+02
2.000000000000000000e+01 9.000000000000000000e+00 7.779470570797227538e+02
2.000000000000000000e+01 1.000000000000000000e+01 8.643856189774689938e+02
2.000000000000000000e+01 1.100000000000000000e+01 9.508241808752152338e+02
2.000000000000000000e+01 1.200000000000000000e+01 1.037262742772961928e+03
2.000000000000000000e+01 1.300000000000000000e+01 1.123701304670710442e+03
2.000000000000000000e+01 1.400000000000000000e+01 1.210139866568458956e+03
2.000000000000000000e+01 1.500000000000000000e+01 1.296578428466207470e+03
2.000000000000000000e+01 1.600000000000000000e+01 1.383016990363955983e+03
2.000000000000000000e+01 1.700000000000000000e+01 1.469455552261704497e+03
2.000000000000000000e+01 1.800000000000000000e+01 1.555894114159453011e+03
2.000000000000000000e+01 1.900000000000000000e+01 1.642332676057201525e+03
2.000000000000000000e+01 2.000000000000000000e+01 1.728771237954950038e+03
2.000000000000000000e+01 2.100000000000000000e+01 1.815209799852698552e+03
