#number of trials	number of stimuli	mutual information
2.000000000000000000e+01 2.200000000000000000e+01 1.901648361750447066e+03
2.000000000000000000e+01 2.300000000000000000e+01 1.988086923648195580e+03
2.000000000000000000e+01 2.400000000000000000e+01 2.074525485545943866e+03
2.000000000000000000e+01 2.500000000000000000e+01 2.160964047443692380e+03
2.500000000000000000e+01 5.000000000000000000e+00 5.402410118609205938e+02
2.500000000000000000e+01 6.000000000000000000e+00 6.482892142331033938e+02
2.500000000000000000e+01 7.000000000000000000e+00 7.563374166052861938e+02
2.500000000000000000e+01 8.000000000000000000e+00 8.643856189774689938e+02
2.500000000000000000e+01 9.000000000000000000e+00 9.724338213496517938e+02
2.500000000000000000e+01 1.000000000000000000e+01 1.080482023721836185e+03
2.500000000000000000e+01 1.100000000000000000e+01 1.188530226094021828e+03
2.500000000000000000e+01 1.200000000000000000e+01 1.296578428466207470e+03
2.500000000000000000e+01 1.300000000000000000e+01 1.404626630838393112e+03
2.500000000000000000e+01 1.400000000000000000e+01 1.512674833210578754e+03
2.500000000000000000e+01 1.500000000000000000e+01 1.620723035582764396e+03
2.500000000000000000e+01 1.600000000000000000e+01 1.728771237954950038e+03
2.500000000000000000e+01 1.700000000000000000e+01 1.836819440327135680e+03
2.500000000000000000e+01 1.800000000000000000e+01 1.944867642699321323e+03
2.500000000000000000e+01 1.900000000000000000e+01 2.052915845071506737e+03
2.500000000000000000e+01 2.000000000000000000e+01 2.160964047443692380e+03
2.500000000000000000e+01 2.100000000000000000e+01 2.269012249815878022e+03
2.500000000000000000e+01 2.200000000000000000e+01 2.377060452188063664e+03
2.500000000000000000e+01 2.300000000000000000e+01 2.485108654560249306e+03
2.500000000000000000e+01 2.400000000000000000e+01 2.593156856932434948e+03
2.500000000000000000e+01 2.500000000000000000e+01 2.701205059304620590e+03
3.000000000000000000e+01 5.000000000000000000e+00 6.482892142331033938e+02
3.000000000000000000e+01 6.000000000000000000e+00 7.779470570797227538e+02
3.000000000000000000e+01 7.000000000000000000e+00 9.076048999263421138e+02
3.000000000000000000e+01 8.000000000000000000e+00 1.037262742772961928e+03
3.000000000000000000e+01 9.000000000000000000e+00 1.166920585619584699e+03
3.000000000000000000e+01 1.000000000000000000e+01 1.296578428466207470e+03
3.000000000000000000e+01 1.100000000000000000e+01 1.426236271312830240e+03
3.000000000000000000e+01 1.200000000000000000e+01 1.555894114159453011e+03
3.000000000000000000e+01 1.300000000000000000e+01 1.685551957006075781e+03
3.000000000000000000e+01 1.400000000000000000e+01 1.815209799852698552e+03
3.000000000000000000e+01 1.500000000000000000e+01 1.944867642699321323e+03
3.000000000000000000e+01 1.600000000000000000e+01 2.074525485545943866e+03
3.000000000000000000e+01 1.700000000000000000e+01 2.204183328392566636e+03
3.000000000000000000e+01 1.800000000000000000e+01 2.333841171239189407e+03
3.000000000000000000e+01 1.900000000000000000e+01 2.463499014085812178e+03
3.000000000000000000e+01 2.000000000000000000e+01 2.593156856932434948e+03
3.000000000000000000e+01 2.100000000000000000e+01 2.722814699779057719e+03
3.000000000000000000e+01 2.200000000000000000e+01 2.852472542625680489e+03
3.000000000000000000e+01 2.300000000000000000e+01 2.982130385472303260e+03
3.000000000000000000e+01 2.400000000000000000e+01 3.111788228318926031e+03
3.000000000000000000e+01 2.500000000000000000e+01 3.241446071165548801e+03
3.500000000000000000e+01 5.000000000000000000e+00 7.563374166052861938e+02
3.500000000000000000e+01 6.000000000000000000e+00 9.076048999263421138e+02
3.500000000000000000e+01 7.000000000000000000e+00 1.058872383247399057e+03
3.500000000000000000e+01 8.000000000000000000e+00 1.210139866568458956e+03
3.500000000000000000e+01 9.000000000000000000e+00 1.361407349889518855e+03
3.500000000000000000e+01 1.000000000000000000e+01 1.512674833210578754e+03
3.500000000000000000e+01 1.100000000000000000e+01 1.663942316531638653e+03
3.500000000000000000e+01 1.200000000000000000e+01 1.815209799852698552e+03
3.500000000000000000e+01 1.300000000000000000e+01 1.966477283173758451e+03
3.500000000000000000e+01 1.400000000000000000e+01 2.117744766494818123e+03
3.500000000000000000e+01 1.500000000000000000e+01 2.269012249815878022e+03
3.500000000000000000e+01 1.600000000000000000e+01 2.420279733136937921e+03
3.500000000000000000e+01 1.700000000000000000e+01 2.571547216457997820e+03
3.500000000000000000e+01 1.800000000000000000e+01 2.722814699779057719e+03
3.500000000000000000e+01 1.900000000000000000e+01 2.874082183100117618e+03
3.500000000000000000e+01 2.000000000000000000e+01 3.025349666421177517e+03
3.500000000000000000e+01 2.100000000000000000e+01 3.176617149742237416e+03
3.500000000000000000e+01 2.200000000000000000e+01 3.327884633063297315e+03
3.500000000000000000e+01 2.300000000000000000e+01 3.479152116384357214e+03
3.500000000000000000e+01 2.400000000000000000e+01 3.630419599705417113e+03
3.500000000000000000e+01 2.500000000000000000e+01 3.781687083026477012e+03
4.000000000000000000e+01 5.000000000000000000e+00 8.643856189774689938e+02
4.000000000000000000e+01 6.000000000000000000e+00 1.037262742772961928e+03
4.000000000000000000e+01 7.000000000000000000e+00 1.210139866568458956e+03
